# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Mar  7 09:26:46 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
#
pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
TOI-286 b,4.51172440000,0.00000310000,-0.00000270000,0,0.12668413,0.00892142,-0.00892142,0,0.01425297,0.00245415,-0.00245415,0,86.7681,,,0,979.00,31.00,-31.00,0,5152.00,12.00,-12.00,0,0.832000,0.049000,-0.049000,0,-0.0500,0.0200,-0.0200,0
TOI-286 c,39.36182600000,0.00007000000,-0.00008100000,0,0.16772265,0.01070570,-0.01070570,0,0.01170443,0.00698490,-0.00698490,0,22.4437,,,0,475.00,15.00,-15.00,0,5152.00,12.00,-12.00,0,0.832000,0.049000,-0.049000,0,-0.0500,0.0200,-0.0200,0
TOI-2876 b,6.29964310000,0.00000700000,-0.00000700000,0,0.86000000,0.03000000,-0.02800000,0,0.17000000,0.05200000,-0.05200000,0,124.2000,9.6000,-7.3000,0,929.00,17.00,-15.00,0,5271.00,110.00,-96.00,0,0.939000,0.041000,-0.045000,0,0.3530,0.0730,-0.0760,0
TOI-2886 b,1.60200105000,0.00000044000,-0.00000043000,0,1.66300000,0.04100000,-0.03500000,0,1.40000000,0.23000000,-0.23000000,0,2560.0000,240.0000,-230.0000,0,1978.00,45.00,-46.00,0,6240.00,150.00,-150.00,0,1.229000,0.057000,-0.065000,0,0.2840,0.0730,-0.0770,0
TOI-2969 b,1.82371460000,0.00000020000,-0.00000020000,0,1.10000000,0.08000000,-0.08000000,0,1.16000000,0.04000000,-0.04000000,0,382.0000,12.0000,-11.0000,0,1186.00,52.00,-52.00,0,4738.00,100.00,-100.00,0,0.710000,0.020000,-0.020000,0,0.0800,0.0500,-0.0500,0
TOI-2977 b,2.35056140000,0.00000250000,-0.00000250000,0,1.17400000,0.03100000,-0.02700000,0,1.68000000,0.26000000,-0.25000000,0,947.8000,66.9000,-61.7000,0,1544.00,26.00,-26.00,0,5691.00,94.00,-93.00,0,0.936000,0.057000,-0.041000,0,0.0130,0.0870,-0.0850,0
TOI-2981 b,3.60150100000,0.00000200000,-0.00000200000,0,1.19546999,0.03746995,-0.03746995,0,2.00737249,0.10382961,-0.10382961,0,556.6160,,,0,1358.00,39.00,-39.00,0,5940.00,75.00,-75.00,0,1.030000,0.060000,-0.060000,0,-0.1100,0.1000,-0.1000,0
TOI-2986 b,3.27836620000,0.00000440000,-0.00000430000,0,0.82900000,0.02300000,-0.02100000,0,0.30400000,0.06700000,-0.08600000,0,1156.0000,53.0000,-50.0000,0,1622.00,18.00,-18.00,0,5906.00,66.00,-69.00,0,1.122000,0.074000,-0.064000,0,0.0950,0.0670,-0.0610,0
TOI-2989 b,3.12283200000,0.00000100000,-0.00000100000,0,1.12000000,0.05000000,-0.05000000,0,3.00000000,0.20000000,-0.20000000,0,124.0000,4.0000,-4.0000,0,1001.00,43.00,-42.00,0,4672.00,170.00,-170.00,0,0.770000,0.020000,-0.020000,0,-0.0400,0.0700,-0.0700,0
TOI-2992 b,3.00781200000,0.00000190000,-0.00000190000,0,1.22700000,0.04500000,-0.04500000,0,3.33000000,0.39000000,-0.39000000,0,1484.0000,88.0000,-81.0000,0,1726.00,25.00,-24.00,0,6000.00,100.00,-110.00,0,1.210000,0.070000,-0.100000,0,0.0840,0.0680,-0.0600,0
TOI-3023 b,3.90149710000,0.00000310000,-0.00000310000,0,1.46600000,0.04300000,-0.03200000,0,0.62000000,0.10000000,-0.09000000,0,1084.0000,68.0000,-65.0000,0,1596.00,24.00,-25.00,0,5760.00,85.00,-88.00,0,1.120000,0.110000,-0.060000,0,0.0850,0.0840,-0.0830,0
TOI-3071 b,1.26693800000,0.00000200000,-0.00000200000,0,0.63877351,0.05085208,-0.04549923,0,0.21458120,0.01101223,-0.01101223,0,2579.6100,,,0,2155.00,40.00,-40.00,0,6177.00,62.00,-62.00,0,1.290000,0.020000,-0.020000,0,0.3500,0.0400,-0.0400,0
TOI-3082 b,1.92690700000,0.00012800000,-0.00013400000,0,0.32671124,0.01306096,-0.01291821,0,0.04090000,,,0,131.6480,,,0,1032.78,,,0,4263.00,100.00,-100.00,0,0.664000,0.079800,-0.079800,0,0.1700,0.0800,-0.0800,0
TOI-3135 b,3.70655850000,0.00000130000,-0.00000130000,0,1.21800000,0.03000000,-0.03000000,0,1.03000000,0.30000000,-0.27000000,0,464.0000,47.0000,-42.0000,0,1292.00,31.00,-30.00,0,5890.00,150.00,-140.00,0,1.044000,0.042000,-0.047000,0,0.0710,0.0780,-0.0700,0
TOI-3160 A b,3.97128100000,0.00000250000,-0.00000250000,0,1.22800000,0.04600000,-0.04500000,0,1.19000000,0.16000000,-0.15000000,0,933.0000,100.0000,-96.0000,0,1539.00,39.00,-40.00,0,6190.00,170.00,-170.00,0,1.088000,0.082000,-0.078000,0,-0.1140,0.0800,-0.0950,0
TOI-3235 b,2.59261842000,0.00000041000,-0.00000041000,0,1.01700000,0.04400000,-0.04400000,0,0.66500000,0.02500000,-0.02500000,0,13.8883,,,0,604.00,19.00,-19.00,0,3388.80,68.00,-68.00,0,0.393900,0.020000,-0.020000,0,0.2640,0.1000,-0.1000,0
TOI-3261 b,0.88313310000,0.00000100000,-0.00000100000,0,0.34079816,0.03746995,-0.03122496,0,0.09533446,0.00692197,-0.00755124,0,1466.0000,92.0000,-60.0000,0,1722.00,26.00,-18.00,0,5068.00,61.00,-42.00,0,0.861000,0.020000,-0.030000,0,0.1380,0.0480,-0.0370,0
TOI-3288 b,1.43386350000,0.00000040000,-0.00000040000,0,1.00000000,0.03000000,-0.03000000,0,2.11000000,0.08000000,-0.08000000,0,239.0000,7.0000,-7.0000,0,1059.00,21.00,-21.00,0,3933.00,48.00,-48.00,0,0.640000,0.010000,-0.010000,0,0.2700,0.1300,-0.1300,0
TOI-329 b,5.70439000000,0.00013000000,-0.00013000000,0,0.44076962,0.02605287,-0.02285151,0,0.12711262,0.01195614,-0.01164150,0,576.8749,,,0,1213.02,22.71,-21.61,0,5614.00,79.00,-74.00,0,1.067800,0.031200,-0.030400,0,0.2050,0.0580,-0.0560,0
TOI-332 b,0.77703800000,0.00000100000,-0.00000100000,0,0.28548537,0.01427427,-0.00981356,0,0.17997133,0.00503416,-0.00503416,0,4180.3200,,,0,1871.00,30.00,-25.00,0,5251.00,71.00,-71.00,0,0.880000,0.020000,-0.020000,0,0.2560,0.0480,-0.0480,0
TOI-3321 b,3.65251450000,0.00000270000,-0.00000280000,0,1.38800000,0.07000000,-0.06400000,0,0.55400000,0.07600000,-0.07500000,0,967.9190,,,0,1616.00,29.00,-28.00,0,5850.00,140.00,-140.00,0,1.041000,0.084000,-0.068000,0,-0.1030,0.0470,-0.0620,0
TOI-333 b,3.78525030000,0.00000570000,-0.00000570000,0,0.38005240,0.00981356,-0.00981356,0,0.06324167,0.00755124,-0.00755124,0,650.4959,,,0,1445.00,18.00,-18.00,0,6241.00,73.00,-62.00,0,1.200000,0.100000,-0.100000,0,0.0100,0.0400,-0.0400,0
TOI-3331 A b,2.01802310000,0.00000430000,-0.00000440000,0,1.15800000,0.04300000,-0.04300000,0,2.27000000,0.16000000,-0.16000000,0,818.5000,70.5000,-61.0000,0,1488.00,31.00,-29.00,0,5609.00,92.00,-87.00,0,1.016000,0.047000,-0.052000,0,0.1480,0.0840,-0.0840,0
TOI-3353.01,4.66579650000,,,0,0.23765421,0.02056615,-0.02056615,0,0.02390000,,,0,313.0426,,,0,1264.36,,,0,6365.00,,,0,1.332089,,,0,,,,
TOI-3362 b,18.09547000000,0.00003000000,-0.00003000000,0,1.14200000,0.04300000,-0.04100000,0,5.02900000,0.66800000,-0.64600000,0,37.2117,,,0,688.00,,,0,6532.00,88.00,-86.00,0,1.445000,0.069000,-0.073000,0,0.0170,0.0570,-0.0490,0
TOI-3364 b,5.87689180000,0.00000690000,-0.00000690000,0,1.09100000,0.03800000,-0.03200000,0,1.67000000,0.12000000,-0.13000000,0,425.0000,31.0000,-27.0000,0,1264.00,22.00,-21.00,0,5706.00,95.00,-91.00,0,1.186000,0.059000,-0.083000,0,0.3870,0.0720,-0.0810,0
TOI-3464 b,3.65155680000,0.00000600000,-0.00000610000,0,1.22800000,0.05700000,-0.05300000,0,1.25000000,0.27000000,-0.26000000,0,1370.0000,180.0000,-140.0000,0,1693.00,54.00,-45.00,0,6370.00,290.00,-250.00,0,1.363000,0.095000,-0.099000,0,0.0450,0.0670,-0.0510,0
TOI-3474 b,3.87951050000,0.00000450000,-0.00000450000,0,1.30900000,0.03300000,-0.03200000,0,0.61000000,0.14000000,-0.15000000,0,740.0000,81.0000,-71.0000,0,1451.00,38.00,-36.00,0,6020.00,170.00,-160.00,0,1.121000,0.069000,-0.067000,0,0.1460,0.0840,-0.0810,0
TOI-3486 b,2.21778105000,0.00000088000,-0.00000088000,0,0.94300000,0.03000000,-0.02900000,0,0.31200000,0.05700000,-0.05600000,0,334.0000,32.0000,-26.0000,0,1190.00,28.00,-24.00,0,4930.00,120.00,-110.00,0,0.837000,0.037000,-0.034000,0,0.2830,0.0810,-0.0850,0
TOI-3493 b,8.15946670000,0.00000160000,-0.00000170000,0,0.28726965,0.00713713,-0.00713713,0,0.02822278,0.00368123,-0.00377562,0,245.0000,18.0000,-13.0000,0,1102.00,20.00,-14.00,0,5844.00,42.00,-42.00,0,1.023000,0.041000,-0.041000,0,0.0300,0.0400,-0.0400,0
TOI-3523 A b,2.30458952000,0.00000082000,-0.00000082000,0,1.42500000,0.03700000,-0.03500000,0,1.37000000,0.12000000,-0.11000000,0,2590.0000,180.0000,-170.0000,0,1984.00,33.00,-33.00,0,6450.00,110.00,-110.00,0,1.131000,0.074000,-0.078000,0,-0.3660,0.0760,-0.0810,0
TOI-3540 A b,3.11999900000,0.00000790000,-0.00000790000,0,2.10000000,,,0,1.18000000,0.14000000,-0.14000000,0,841.3000,50.7000,-48.5000,0,1498.00,22.00,-22.00,0,5810.00,79.00,-79.00,0,1.081000,0.071000,-0.069000,0,0.1760,0.0890,-0.0890,0
TOI-3568 b,4.41796500000,0.00000500000,-0.00000500000,0,0.48300000,0.02400000,-0.02400000,0,0.08300000,0.00300000,-0.00300000,0,130.1481,,,0,899.00,12.00,-12.00,0,4969.00,45.00,-45.00,0,0.780000,0.020000,-0.020000,0,-0.0100,0.0200,-0.0200,0
TOI-3593 b,3.82128670000,0.00000160000,-0.00000160000,0,0.98400000,0.02800000,-0.02600000,0,1.78000000,0.09000000,-0.13000000,0,308.0000,21.0000,-23.0000,0,1170.00,19.00,-22.00,0,5550.00,100.00,-120.00,0,1.015000,0.037000,-0.043000,0,0.3840,0.0800,-0.0840,0
TOI-3629 b,3.93655100000,0.00000500000,-0.00000600000,0,0.74000000,0.02000000,-0.02000000,0,0.26000000,0.02000000,-0.02000000,0,39.0000,4.0000,-4.0000,0,690.00,20.00,-20.00,0,3870.00,90.00,-90.00,0,0.630000,0.020000,-0.020000,0,0.4000,0.1000,-0.1000,0
TOI-3682 b,3.34624060000,0.00000230000,-0.00000230000,0,1.14200000,0.03600000,-0.03500000,0,0.21800000,0.07500000,-0.08000000,0,1258.0000,81.0000,-71.0000,0,1657.00,25.00,-24.00,0,5703.00,100.00,-98.00,0,1.320000,0.050000,-0.120000,0,0.4160,0.0590,-0.0670,0
TOI-3688 A b,3.24607500000,0.00001200000,-0.00001200000,0,1.16700000,0.04800000,-0.04400000,0,0.98000000,0.10000000,-0.11000000,0,924.3000,72.0000,-66.1000,0,1534.00,29.00,-28.00,0,5950.00,100.00,-100.00,0,1.199000,0.072000,-0.076000,0,0.2620,0.0850,-0.0860,0
TOI-3693 b,9.08851600000,0.00002600000,-0.00002700000,0,1.12400000,0.02900000,-0.02300000,0,1.02000000,0.24000000,-0.22000000,0,68.6000,4.7000,-4.1000,0,801.00,13.00,-12.00,0,5321.00,86.00,-82.00,0,0.867000,0.036000,-0.037000,0,0.0710,0.0790,-0.0760,0
TOI-3714 b,2.15484900000,0.00000100000,-0.00000100000,0,1.01000000,0.03000000,-0.03000000,0,0.70000000,0.03000000,-0.03000000,0,54.0000,4.0000,-5.0000,0,750.00,20.00,-20.00,0,3660.00,90.00,-90.00,0,0.530000,0.020000,-0.020000,0,0.1000,0.1000,-0.1000,0
TOI-375 b,9.45469000000,0.00002000000,-0.00002000000,0,0.96100000,0.04400000,-0.04300000,0,0.74500000,0.05200000,-0.05300000,0,593.3000,30.8700,-28.8000,0,1373.00,47.00,-45.00,0,5259.90,136.90,-135.30,0,1.441000,0.076000,-0.075000,0,0.0840,0.0470,-0.0450,0
TOI-375 c,115.50000000000,2.00000000000,-1.60000000000,0,1.19000000,,,0,2.10600000,0.22300000,-0.21200000,0,21.0700,1.2300,-1.1200,0,596.00,21.00,-21.00,0,5259.90,136.90,-135.30,0,1.441000,0.076000,-0.075000,0,0.0840,0.0470,-0.0450,0
TOI-375 d,297.90000000000,28.90000000000,-18.60000000000,0,1.21000000,,,0,1.40200000,0.31100000,-0.27600000,0,5.9600,0.6400,-0.7200,0,434.00,19.00,-19.00,0,5259.90,136.90,-135.30,0,1.441000,0.076000,-0.075000,0,0.0840,0.0470,-0.0450,0
TOI-3757 b,3.43875300000,0.00000400000,-0.00000400000,0,1.07057014,0.03568567,-0.04460709,0,0.26838381,0.02768790,-0.02737326,0,55.4000,3.8000,-3.8000,0,759.00,13.00,-13.00,0,3913.00,56.00,-56.00,0,0.640000,0.020000,-0.020000,0,0.0000,0.2000,-0.2000,0
TOI-3785 b,4.67473730000,0.00000380000,-0.00000380000,0,0.45856088,0.01427427,-0.01427427,0,0.04703796,0.01290004,-0.01233370,0,19.1000,2.0000,-2.0000,0,582.00,16.00,-16.00,0,3576.00,88.00,-88.00,0,0.520000,0.020000,-0.020000,0,0.0990,0.1170,-0.1170,0
TOI-3807 b,2.89897270000,0.00000380000,-0.00000390000,0,1.65000000,,,-1,1.04000000,0.15000000,-0.14000000,0,1230.0000,73.0000,-73.0000,0,1646.00,25.00,-24.00,0,5772.00,84.00,-80.00,0,1.181000,0.064000,-0.092000,0,0.2780,0.0840,-0.0810,0
TOI-3819 b,3.24431410000,0.00000550000,-0.00000550000,0,1.17200000,0.03600000,-0.03500000,0,1.11000000,0.18000000,-0.20000000,0,1186.0000,61.0000,-55.0000,0,1633.00,21.00,-19.00,0,5859.00,72.00,-71.00,0,1.242000,0.057000,-0.076000,0,0.2730,0.0840,-0.0820,0
TOI-3837 b,11.88865000000,0.00003000000,-0.00003000000,0,0.97000000,0.05000000,-0.06000000,0,0.59000000,0.05000000,-0.05000000,0,138.0650,,,0,1178.00,29.00,-31.00,0,5905.00,157.00,-155.00,0,0.890000,0.050000,-0.050000,0,-0.2600,0.0500,-0.0500,0
TOI-3856 b,2.04360352000,0.00000094000,-0.00000094000,0,1.21300000,0.02500000,-0.02400000,0,0.54000000,0.10000000,-0.10000000,0,949.0000,34.0000,-32.0000,0,1544.00,14.00,-13.00,0,5622.00,50.00,-50.00,0,1.096000,0.045000,-0.049000,0,0.4540,0.0650,-0.0760,0
TOI-3877 b,4.12359600000,0.00000670000,-0.00000670000,0,1.04200000,0.04400000,-0.04300000,0,0.31400000,0.06900000,-0.06700000,0,729.0000,40.0000,-33.0000,0,1445.00,19.00,-17.00,0,5731.00,82.00,-81.00,0,1.160000,0.066000,-0.089000,0,0.2690,0.0670,-0.0690,0
TOI-3884 b,4.54458280000,0.00000980000,-0.00000980000,0,0.57364716,0.01784284,-0.01784284,0,0.10253961,0.02299983,-0.02322008,0,6.2900,0.8400,-0.8400,0,441.00,15.00,-15.00,0,3180.00,88.00,-88.00,0,0.298000,0.018000,-0.018000,0,0.0400,0.1200,-0.1200,0
TOI-3894 b,4.33454000000,0.00000220000,-0.00000220000,0,1.36300000,0.05500000,-0.05100000,0,0.82000000,0.14000000,-0.14000000,0,546.9030,,,0,1531.00,17.00,-15.00,0,6000.00,110.00,-110.00,0,1.138000,0.089000,-0.075000,0,0.0210,0.0850,-0.0600,0
TOI-3912 b,3.49362640000,0.00000380000,-0.00000380000,0,1.27400000,0.04100000,-0.04000000,0,0.40600000,0.07100000,-0.06800000,0,872.2000,47.8000,-46.3000,0,1512.00,20.00,-20.00,0,5725.00,69.00,-68.00,0,1.088000,0.086000,-0.070000,0,0.1870,0.0870,-0.0900,0
TOI-3919 b,7.43323400000,0.00001400000,-0.00001400000,0,1.09900000,0.05200000,-0.05000000,0,3.88000000,0.23000000,-0.23000000,0,184.3220,,,0,1198.00,15.00,-14.00,0,6100.00,110.00,-110.00,0,1.208000,0.067000,-0.070000,0,0.1750,0.0960,-0.0940,0
TOI-3976 A b,6.60766200000,0.00001600000,-0.00001500000,0,1.09500000,0.03600000,-0.03500000,0,0.17500000,0.03700000,-0.03600000,0,469.0000,23.0000,-20.0000,0,1295.00,16.00,-14.00,0,5975.00,70.00,-69.00,0,1.254000,0.067000,-0.072000,0,0.1820,0.0780,-0.0790,0
TOI-3980 b,3.60892540000,0.00000300000,-0.00000310000,0,1.29000000,0.20000000,-0.10000000,0,0.59000000,0.19000000,-0.17000000,0,1153.0000,81.0000,-73.0000,0,1621.00,29.00,-28.00,0,5840.00,140.00,-140.00,0,1.240000,0.080000,-0.130000,0,0.1880,0.0850,-0.0860,0
TOI-3984 A b,4.35332600000,0.00000500000,-0.00000500000,0,0.71000000,0.02000000,-0.02000000,0,0.14000000,0.03000000,-0.03000000,0,16.7000,1.8000,-1.8000,0,563.00,15.00,-15.00,0,3476.00,88.00,-88.00,0,0.490000,0.020000,-0.020000,0,0.1800,0.1200,-0.1200,0
TOI-4010 b,1.34833500000,0.00000300000,-0.00000200000,0,0.26942682,0.00713713,-0.00713713,0,0.03460987,0.00405879,-0.00399587,0,714.0000,28.0000,-26.0000,0,1441.00,14.00,-13.00,0,4960.00,36.00,-36.00,0,0.880000,0.030000,-0.030000,0,0.3700,0.0700,-0.0700,0
TOI-4010 c,5.41465400000,0.00000700000,-0.00000700000,0,0.52904008,0.00981356,-0.01070570,0,0.06390241,0.00670173,-0.00663880,0,112.0000,4.0000,-4.0000,0,907.00,9.00,-8.00,0,4960.00,36.00,-36.00,0,0.880000,0.030000,-0.030000,0,0.3700,0.0700,-0.0700,0
TOI-4010 d,14.70886000000,0.00003000000,-0.00003000000,0,0.55134362,0.01248998,-0.01338213,0,0.12003332,0.01028857,-0.01013125,0,30.0000,1.0000,-1.0000,0,650.00,6.00,-6.00,0,4960.00,36.00,-36.00,0,0.880000,0.030000,-0.030000,0,0.3700,0.0700,-0.0700,0
TOI-4010 e,762.00000000000,90.00000000000,-90.00000000000,-1,1.19000000,,,0,2.17727549,0.20765922,-0.19822017,0,0.1500,0.0300,-0.0200,0,174.00,8.00,-6.00,0,4960.00,36.00,-36.00,0,0.880000,0.030000,-0.030000,0,0.3700,0.0700,-0.0700,0
TOI-406 c,3.30744100000,0.00001000000,-0.00000800000,0,0.11776272,0.01070570,-0.01070570,0,0.00654441,0.00072366,-0.00069220,0,19.0000,3.0000,-3.0000,0,584.00,22.00,-22.00,0,3392.00,44.00,-44.00,0,0.408000,0.046000,-0.042000,0,-0.0200,0.0400,-0.0400,0
TOI-406.01,13.17568200000,0.00001700000,-0.00001600000,0,0.18556549,0.01427427,-0.01338213,0,0.02067153,0.00314635,-0.00283172,0,3.0000,0.5000,-0.5000,0,368.00,14.00,-14.00,0,3392.00,44.00,-44.00,0,0.408000,0.046000,-0.042000,0,-0.0200,0.0400,-0.0400,0
TOI-4087 b,3.17748350000,0.00000094000,-0.00000094000,0,1.16400000,0.02500000,-0.02400000,0,0.73000000,0.14000000,-0.14000000,0,753.9000,41.1000,-33.8000,0,1458.00,20.00,-17.00,0,6060.00,74.00,-67.00,0,1.178000,0.039000,-0.042000,0,0.2370,0.0790,-0.0790,0
TOI-411 b,4.04029500000,0.00001500000,-0.00001400000,0,0.12150971,0.00356857,-0.00356857,0,0.04313648,,,1,495.1390,23.8380,-23.2230,0,1241.00,14.00,-14.00,0,6169.00,64.00,-64.00,0,1.098000,0.040000,-0.039000,0,-0.0800,0.0400,-0.0400,0
TOI-411 c,9.57308300000,0.00001400000,-0.00001400000,0,0.20769061,0.00339014,-0.00347935,0,0.03058254,,,1,156.7500,7.5460,-7.3519,0,931.00,11.00,-11.00,0,6169.00,64.00,-64.00,0,1.098000,0.040000,-0.039000,0,-0.0800,0.0400,-0.0400,0
TOI-4127 b,56.39879000000,0.00010000000,-0.00010000000,0,1.09600000,0.03900000,-0.03200000,0,2.30000000,0.11000000,-0.11000000,0,22.3000,1.5000,-1.5000,0,605.10,9.60,-8.20,0,6096.00,115.00,-115.00,0,1.230000,0.070000,-0.070000,0,0.1400,0.1200,-0.1200,0
TOI-4137 b,3.80161220000,0.00000650000,-0.00000650000,0,1.21100000,0.04000000,-0.03900000,0,1.44000000,0.17000000,-0.15000000,0,1013.0000,68.0000,-60.0000,0,1570.00,25.00,-24.00,0,6202.00,94.00,-90.00,0,1.313000,0.068000,-0.071000,0,0.1820,0.0830,-0.0850,0
TOI-4145 A b,4.06644280000,0.00000580000,-0.00000580000,0,1.18700000,0.03200000,-0.03100000,0,0.43000000,0.13000000,-0.13000000,0,223.0000,16.0000,-13.0000,0,1074.00,19.00,-16.00,0,5281.00,86.00,-76.00,0,0.905000,0.043000,-0.044000,0,0.1680,0.0840,-0.0870,0
TOI-4153 b,4.61741410000,0.00000150000,-0.00000150000,0,1.43800000,0.04500000,-0.04200000,0,1.15000000,0.18000000,-0.18000000,0,1212.0072,,,0,1669.00,29.00,-39.00,0,6860.00,150.00,-180.00,0,1.572000,0.064000,-0.071000,0,0.3170,0.1000,-0.1300,0
TOI-4155 b,3.32072900000,0.00005800000,-0.00005800000,0,0.28637751,0.01516641,-0.01516641,0,0.03270000,,,0,586.7620,,,0,1255.00,,,0,5724.00,50.00,-50.00,0,1.160000,0.220000,-0.220000,0,0.1100,0.0800,-0.0800,0
TOI-4184 b,4.90198040000,0.00000520000,-0.00000520000,0,0.21679045,0.01873498,-0.01873498,0,0.02040000,,,0,4.8000,0.4000,-0.4000,0,412.00,8.00,-8.00,0,3238.00,48.00,-49.00,0,0.210900,0.029000,-0.026000,0,-0.2700,0.0900,-0.0900,0
TOI-4201 b,3.58191940000,0.00000110000,-0.00000110000,0,1.22000000,0.04000000,-0.04000000,0,2.48000000,0.09000000,-0.09000000,0,45.2000,3.2000,-3.2000,0,725.00,20.00,-20.00,0,3794.00,79.00,-79.00,0,0.610000,0.020000,-0.020000,0,0.5200,0.0800,-0.0800,0
TOI-421 b,5.19757600000,0.00000500000,-0.00000500000,0,0.23552543,0.00713713,-0.00713713,0,0.02108056,0.00188781,-0.00188781,0,154.5700,10.5300,-9.7300,0,922.00,14.00,-14.00,0,5291.00,64.00,-64.00,0,0.833000,0.048000,-0.054000,0,-0.0440,0.0400,-0.0400,0
TOI-421 c,16.06754100000,0.00000400000,-0.00000400000,0,0.45410017,0.00624499,-0.00624499,0,0.04436356,0.00440489,-0.00440489,0,34.3200,2.3400,-2.1600,0,635.00,9.00,-9.00,0,5291.00,64.00,-64.00,0,0.833000,0.048000,-0.054000,0,-0.0440,0.0400,-0.0400,0
TOI-4214 b,3.49138850000,0.00000330000,-0.00000320000,0,0.95300000,0.03200000,-0.03000000,0,0.52000000,0.05300000,-0.05400000,0,1210.0000,150.0000,-110.0000,0,1642.00,47.00,-40.00,0,6370.00,220.00,-210.00,0,1.382000,0.064000,-0.076000,0,0.2940,0.0820,-0.0860,0
TOI-4308 b,9.15120100000,0.00003600000,-0.00003700000,0,0.21580018,0.01066109,-0.01189225,0,0.02020000,,,0,55.3616,,,0,763.05,,,0,5243.00,126.00,-126.00,0,0.900000,0.113300,-0.113300,0,,,,
TOI-431 b,0.49004700000,0.00001000000,-0.00000700000,0,0.11419415,0.00356857,-0.00356857,0,0.00965930,0.00110122,-0.00110122,0,2120.4475,,,0,1862.00,42.00,-42.00,0,4850.00,75.00,-75.00,0,0.780000,0.070000,-0.070000,0,0.2000,0.0500,-0.0500,0
TOI-431 c,4.84940000000,0.00030000000,-0.00020000000,0,0.13300000,,,0,0.00890418,0.00129000,-0.00106976,0,,,,,867.00,20.00,-20.00,0,4850.00,75.00,-75.00,0,0.780000,0.070000,-0.070000,0,0.2000,0.0500,-0.0500,0
TOI-431 d,12.46103000000,0.00002000000,-0.00002000000,0,0.29351465,0.00802928,-0.00802928,0,0.03114888,0.00481392,-0.00468806,0,28.3588,,,0,633.00,14.00,-14.00,0,4850.00,75.00,-75.00,0,0.780000,0.070000,-0.070000,0,0.2000,0.0500,-0.0500,0
TOI-4329 b,2.92230000000,0.00015000000,-0.00015000000,0,1.50000000,0.19000000,-0.19000000,0,0.45000000,0.09000000,-0.09000000,0,3990.5716,,,0,2027.12,,,0,6000.00,100.00,-100.00,0,1.538000,0.049000,-0.049000,0,0.2900,0.0600,-0.0600,0
